data,temperatura,umidade,preciptacao,idade
2022-01-01,25.5,81.0,0.0,36
2022-02-01,20.966319444444444,91.0,0.0,36
2022-03-01,27.204273504273505,71.35042735042735,0.0,36
2022-04-01,60.0,99.0,0.0,42
2022-05-01,60.0,99.0,0.0,42
2022-06-01,22.545486111111114,62.142361111111114,0.0,42
2022-07-01,16.0,86.0,0.0,42
2022-08-01,16.0,86.0,0.0,42
2022-09-01,16.0,86.0,0.0,42
2022-01-10,22.624305555555555,91.57291666666667,4.649473684210526,36
2022-02-10,60.0,99.0,0.0,36
2022-03-10,21.9,79.0,0.0,36
2022-04-10,60.0,99.0,0.0,42
2022-06-10,18.902614379084966,67.54248366013071,0.0,42
2022-07-10,16.0,86.0,0.0,42
2022-08-10,16.0,86.0,0.0,42
2022-09-10,16.0,86.0,0.0,42
2022-01-11,23.31423611111111,89.50694444444444,1.1114285714285712,36
2022-03-11,23.257839721254356,78.2787456445993,0.0,36
2022-04-11,60.0,99.0,4.582666666666666,42
2022-07-11,16.0,86.0,0.0,42
2022-08-11,16.0,86.0,0.0,42
2022-09-11,16.0,86.0,0.0,42
2022-01-12,23.535416666666666,87.79166666666667,3.687499999999999,36
2022-03-12,25.562152777777776,76.35069444444444,0.0,36
2022-04-12,60.0,99.0,0.2999999999999999,42
2022-06-12,15.963636363636365,86.03030303030303,0.0,42
2022-07-12,16.0,86.0,0.0,42
2022-08-12,16.0,86.0,0.0,42
2022-09-12,16.0,86.0,0.0,42
2022-01-13,25.542105263157893,81.43508771929825,0.0,36
2022-03-13,26.572916666666668,77.20486111111111,0.0,36
2022-04-13,60.0,99.0,0.0,42
2022-05-13,60.0,99.0,0.0,42
2022-06-13,16.0,86.0,0.0,42
2022-07-13,16.0,86.0,0.0,42
2022-09-13,16.0,86.0,0.0,42
2022-01-14,25.80034722222222,70.06597222222223,0.0,36
2022-03-14,24.39874213836478,79.15094339622641,0.0,36
2022-04-14,60.0,99.0,4.167187500000001,42
2022-05-14,60.0,99.0,0.0,42
2022-06-14,16.0,86.0,0.0,42
2022-07-14,16.0,86.0,0.0,42
2022-08-14,16.0,86.0,0.0,42
2022-09-14,16.0,86.0,0.0,42
2022-01-15,25.15798611111111,72.38541666666667,0.0,36
2022-04-15,60.0,99.0,0.0,42
2022-05-15,60.0,99.0,0.0,42
2022-06-15,16.0,86.0,0.0,42
2022-07-15,16.0,86.0,0.0,42
2022-08-15,16.0,86.0,0.0,42
2022-09-15,16.0,86.0,0.0,42
2022-01-16,25.72986111111111,75.30902777777777,0.0,36
2022-03-16,30.63939393939394,73.74242424242425,0.0,36
2022-04-16,60.0,99.0,0.0,42
2022-05-16,60.0,99.0,4.0055555555555555,42
2022-06-16,16.0,86.0,0.0,42
2022-07-16,16.0,86.0,0.0,42
2022-08-16,16.0,86.0,0.0,42
2022-09-16,16.0,86.0,0.0,42
2022-01-17,22.468421052631577,90.42105263157895,0.0,36
2022-02-17,60.0,99.0,0.0,36
2022-03-17,60.0,99.0,0.0,36
2022-04-17,60.0,99.0,0.0,42
2022-06-17,16.0,86.0,0.0,42
2022-07-17,16.0,86.0,0.0,42
2022-08-17,16.0,86.0,0.0,42
2022-09-17,16.0,86.0,0.0,42
2022-01-18,26.960852713178294,72.0,0.0,36
2022-02-18,60.0,99.0,16.670270270270272,36
2022-03-18,60.0,99.0,0.0,36
2022-04-18,60.0,99.0,0.0,42
2022-05-18,18.03846153846154,49.38461538461539,0.0,42
2022-06-18,16.0,86.0,0.0,42
2022-07-18,16.0,86.0,0.0,42
2022-08-18,16.0,86.0,0.0,42
2022-09-18,16.0,86.0,0.0,42
2022-01-19,38.55540069686411,87.41114982578397,0.0,36
2022-02-19,60.0,99.0,12.268641114982577,36
2022-03-19,60.0,99.0,0.0,36
2022-05-19,15.16826923076923,67.17307692307692,0.0,42
2022-06-19,16.0,86.0,0.0,42
2022-07-19,16.0,86.0,0.0,42
2022-08-19,16.0,86.0,0.0,42
2022-09-19,16.0,86.0,0.0,42
2022-01-02,26.692592592592593,81.84444444444445,0.0,36
2022-02-02,21.0,91.0,6.514285714285713,36
2022-03-02,32.24,86.89166666666667,0.0,36
2022-04-02,60.0,99.0,0.0,42
2022-05-02,60.0,99.0,0.0,42
2022-06-02,22.149652777777778,65.94097222222223,0.0,42
2022-07-02,16.0,86.0,0.0,42
2022-08-02,16.0,86.0,0.0,42
2022-09-02,16.0,86.0,0.0,42
2022-01-20,21.22215909090909,90.7159090909091,0.0,36
2022-02-20,60.0,99.0,0.3,36
2022-03-20,60.0,99.0,0.0,36
2022-05-20,14.065972222222221,66.98263888888889,0.0,42
2022-06-20,16.0,86.0,0.0,42
2022-07-20,16.0,86.0,0.0,42
2022-08-20,16.0,86.0,0.0,42
2022-09-20,16.0,86.0,4.848837209302325,42
2022-01-21,25.1875,83.31818181818181,0.0,36
2022-03-21,60.0,99.0,0.0,36
2022-04-21,60.0,99.0,0.0,42
2022-05-21,17.043055555555554,62.30555555555556,0.0,42
2022-06-21,16.0,86.0,0.0,42
2022-07-21,16.0,86.0,0.0,42
2022-08-21,16.0,86.0,0.0,42
2022-09-21,16.0,86.0,0.0,42
2022-01-22,22.507291666666667,89.06597222222223,0.0,36
2022-03-22,60.0,99.0,0.0,36
2022-04-22,60.0,99.0,0.0,42
2022-05-22,19.595138888888886,64.53819444444444,0.0,42
2022-06-22,16.0,86.0,0.0,42
2022-07-22,16.0,86.0,0.0,42
2022-08-22,16.0,86.0,0.0,42
2022-09-22,16.0,86.0,8.149065420560751,42
2022-01-23,22.54409722222222,87.72222222222223,0.0,36
2022-02-23,60.0,99.0,0.0,36
2022-03-23,60.0,99.0,0.0,36
2022-04-23,60.0,99.0,0.0,42
2022-05-23,17.753061224489795,71.89115646258503,0.0,42
2022-06-23,16.0,86.0,0.0,42
2022-07-23,16.0,86.0,0.0,42
2022-08-23,16.0,86.0,0.0,42
2022-09-23,16.0,86.0,0.0,42
2022-01-24,21.540277777777778,89.93055555555556,0.0,36
2022-02-24,42.295138888888886,82.92361111111111,0.0,36
2022-03-24,60.0,99.0,0.0,36
2022-04-24,60.0,99.0,0.0,42
2022-05-24,21.653061224489797,60.80612244897959,0.0,42
2022-06-24,16.0,86.0,0.0,42
2022-07-24,16.0,86.0,0.0,42
2022-08-24,16.0,86.0,0.0,42
2022-09-24,16.0,86.0,0.0,42
2022-01-25,19.789583333333333,89.51736111111111,0.0,36
2022-02-25,27.265853658536585,78.18118466898954,9.018367346938776,36
2022-04-25,60.0,99.0,0.30000000000000004,42
2022-05-25,20.991986062717768,67.42508710801394,0.0,42
2022-06-25,16.0,86.0,0.0,42
2022-07-25,16.0,86.0,0.0,42
2022-08-25,16.0,86.0,0.0,42
2022-09-25,16.0,86.0,0.0,42
2022-01-26,42.047222222222224,94.19097222222223,1.197402597402597,36
2022-02-26,29.762333333333334,78.97666666666667,0.0,36
2022-03-26,60.0,99.0,0.0,36
2022-04-26,60.0,99.0,0.0,42
2022-05-26,21.694097222222222,70.63888888888889,0.0,42
2022-06-26,16.0,86.0,0.0,42
2022-07-26,16.0,86.0,0.0,42
2022-09-26,16.0,86.0,0.0,42
2022-01-27,23.49016393442623,91.12295081967213,0.0,36
2022-02-27,28.086458333333333,77.83333333333333,0.0,36
2022-03-27,60.0,99.0,0.0,36
2022-04-27,60.0,99.0,0.0,42
2022-05-27,20.746031746031747,68.17460317460318,0.0,42
2022-06-27,16.0,86.0,0.0,42
2022-07-27,16.0,86.0,0.0,42
2022-09-27,16.0,86.0,0.0,42
2022-01-28,60.0,99.0,0.0,36
2022-02-28,26.314545454545453,77.67878787878787,0.0,36
2022-03-28,60.0,99.0,0.0,36
2022-04-28,60.0,99.0,0.0,42
2022-05-28,18.192857142857143,73.94642857142857,0.0,42
2022-06-28,16.0,86.0,0.0,42
2022-07-28,16.0,86.0,0.0,42
2022-01-29,26.44097222222222,89.25,0.0,36
2022-03-29,60.0,99.0,0.0,36
2022-04-29,60.0,99.0,0.0,42
2022-05-29,20.779166666666665,69.59722222222223,0.0,42
2022-06-29,16.0,86.0,0.0,42
2022-07-29,16.0,86.0,0.0,42
2022-09-29,16.0,86.0,0.0,42
2022-01-03,25.44027777777778,83.44791666666667,0.5484,36
2022-02-03,21.0,91.0,0.0,36
2022-03-03,26.68245614035088,74.05263157894737,0.0,36
2022-04-03,60.0,99.0,0.0,42
2022-05-03,60.0,99.0,0.0,42
2022-06-03,39.25947712418301,93.33333333333333,0.0,42
2022-07-03,16.0,86.0,0.0,42
2022-08-03,16.0,86.0,0.0,42
2022-09-03,16.0,86.0,0.0,42
2022-01-30,22.298958333333335,88.35763888888889,2.068965517241379,36
2022-03-30,60.0,99.0,0.0,36
2022-04-30,60.0,99.0,0.0,42
2022-05-30,21.336111111111112,66.86458333333333,0.0,42
2022-06-30,16.0,86.0,0.0,42
2022-07-30,16.0,86.0,0.0,42
2022-09-30,16.0,86.0,0.0,42
2022-01-31,40.09583333333333,93.84722222222223,0.0,36
2022-03-31,60.0,99.0,0.0,36
2022-05-31,20.90972222222222,65.06944444444444,0.0,42
2022-07-31,16.0,86.0,0.0,42
2022-01-04,22.169135802469135,93.40123456790124,2.3911111111111114,36
2022-03-04,26.296180555555555,76.75694444444444,0.0,36
2022-04-04,60.0,99.0,0.0,42
2022-06-04,60.0,99.0,0.0,42
2022-07-04,16.0,86.0,0.0,42
2022-08-04,16.0,86.0,0.0,42
2022-09-04,16.0,86.0,0.0,42
2022-01-05,25.37403846153846,84.77884615384616,0.0,36
2022-03-05,24.805208333333333,73.11458333333333,0.0,36
2022-04-05,60.0,99.0,0.0,42
2022-06-05,60.0,99.0,0.0,42
2022-07-05,16.0,86.0,0.0,42
2022-08-05,16.0,86.0,0.0,42
2022-09-05,16.0,86.0,0.0,42
2022-01-06,22.6625,91.30902777777777,15.345497630331757,36
2022-02-06,21.0,91.0,0.0,36
2022-03-06,29.002631578947366,87.70394736842105,0.0,36
2022-04-06,60.0,99.0,0.0,42
2022-06-06,60.0,99.0,0.0,42
2022-07-06,16.0,86.0,0.0,42
2022-09-06,16.0,86.0,0.0,42
2022-01-07,22.720138888888886,92.64236111111111,11.31195652173913,36
2022-02-07,21.0,91.0,0.0,36
2022-03-07,26.72295081967213,66.15573770491804,0.0,36
2022-04-07,60.0,99.0,0.0,42
2022-07-07,16.0,86.0,0.0,42
2022-08-07,16.0,86.0,0.0,42
2022-09-07,16.0,86.0,0.0,42
2022-01-08,22.869097222222223,91.44097222222223,37.92378640776699,36
2022-02-08,21.0,91.0,0.0,36
2022-03-08,21.9,79.0,0.0,36
2022-04-08,60.0,99.0,0.0,42
2022-07-08,16.0,86.0,0.0,42
2022-08-08,16.0,86.0,0.0,42
2022-09-08,16.0,86.0,0.0,42
2022-01-09,22.298606271777004,91.90940766550523,16.428919860627175,36
2022-02-09,57.63333333333333,98.50617283950618,3.254000000000001,36
2022-03-09,21.9,79.0,0.0,36
2022-04-09,60.0,99.0,0.0,42
2022-06-09,25.923626373626377,48.34615384615385,0.0,42
2022-07-09,16.0,86.0,0.0,42
2022-08-09,16.0,86.0,0.0,42
2022-09-09,16.0,86.0,0.0,42
